"lon","lat","vege","score"
-75.4404,42.582,"Deciduous Forest",42.5
-75.85,43.33,"Deciduous Forest",38
-81.46,44.06,"Deciduous Forest",43
-79.97,44.85,"Deciduous Forest",42.5
-78.3,45.02,"Deciduous Forest",37
-77.3,45.13,"Deciduous Forest",38
-80.71,46.05,"Deciduous Forest",19
-78.04,44.6,"Deciduous Forest",49
-77.85,45.18,"Deciduous Forest",52
-78.88,46.25,"Conifer/Hardwood",28.5
-76.5,44.83,"Deciduous Forest",41
-77.15,44.85,"Deciduous Forest",31.5
-80.27,43.42,"Deciduous Forest",35
-80.3,43.26,"Deciduous Forest",40
-80.65,51.27,"Boreal Forest",28.5
-80.38,43.28,"Deciduous Forest",40
-80.33,43.29,"Deciduous Forest",40
-80.13,43.42,"Deciduous Forest",31
-77.17,44.77,"Deciduous Forest",44
-77.17,44.78,"Deciduous Forest",39.5
-77.17,44.79,"Deciduous Forest",36
-77.13,44.82,"Deciduous Forest",34
-81.33,48.4,"Boreal Forest",28
-81.25,49.18,"Boreal Forest",28.5
-78.68,44.82,"Deciduous Forest",36.5
-77.82,45.07,"Deciduous Forest",48.5
-77.82,45.37,"Deciduous Forest",39
-79.44,45.89,"Conifer/Hardwood",42
-77.83,45.85,"Conifer/Hardwood",37
-81.87,45.7,"-99",35.5
-81.68,46.3,"Conifer/Hardwood",46.5
-80.8,46.3,"Conifer/Hardwood",28.5
-80.41,45.68,"Deciduous Forest",28
-80.16,45.55,"Deciduous Forest",40.5
-78.13,44.2,"Deciduous Forest",43
-82.77,46.52,"Conifer/Hardwood",36
-83.75,47.87,"Conifer/Hardwood",32
-83.13,46.97,"Conifer/Hardwood",22.5
-82.28,48.22,"Boreal Forest",28
-65.47,53.67,"Boreal Forest",28.5
-67.11,53.92,"Boreal Forest",18.5
-64.35,53.62,"Boreal Forest",23.5
-64.73,55.93,"Boreal Forest",24
-64.73,56.02,"Boreal Forest",27
-64.72,56.08,"Boreal Forest",19
-64.78,56.55,"Forest-Tundra",19
-64.87,56.78,"Forest-Tundra",24
-68.4,58.1,"Boreal Forest",33.5
-74.42,49.82,"Boreal Forest",23.5
-70.9,53.2,"Boreal Forest",24
-64.8,56.78,"Forest-Tundra",19
-77.68,46.28,"Conifer/Hardwood",26
-119.65,49.03,"Mountain vegetation",43
-103.38,45.82,"Prairies",33.5
-103.38,45.82,"Prairies",24
-103.88,44.42,"Prairies",41
-103.92,44.27,"Prairies",24
-102.05,45.03,"Prairies",19
-102.17,45.4,"Prairies",19
-119.72,49.32,"Mountain vegetation",42
-123.4189,47.3898,"Coastal",23
-122.37,48.98,"Coastal",38
-124.63,48.25,"Coastal",33.5
-124.05,46.3167,"Coastal",33.5
-123.6,47.6,"Coastal",23
-123.8,47.9,"Coastal",23.5
-123.8,47.9,"Coastal",23
-123.8,47.9,"Coastal",23
-123.8,47.9,"Coastal",28
-123.1,48.1,"Coastal",19.5
-121.55,48.45,"Coastal",32
-121.15,48.6,"Coastal",28
-120.75,48.5,"Mountain vegetation",33
-120.7,48.5,"Mountain vegetation",28.5
-120.65,48.52,"Mountain vegetation",32
-120.7,48.75,"Mountain vegetation",37.5
-120.68,48.73,"Mountain vegetation",37.5
-120.68,48.71,"Mountain vegetation",33
-120.6,47.25,"Mountain vegetation",32.5
-120.5,48.7,"Mountain vegetation",37.5
-120.5,48.5,"Mountain vegetation",28.5
-120.1,48.75,"Mountain vegetation",29
-121.1,47.25,"Coastal",38
-120.7,47.1,"Mountain vegetation",33
-120.7,47.8,"Mountain vegetation",28
-120.7,47.75,"Mountain vegetation",42.5
-120.7,47.7,"Mountain vegetation",32.5
-120.7,47.65,"Mountain vegetation",32.5
-120.68,47.6,"Mountain vegetation",32.5
-120.65,47.5,"Mountain vegetation",38
-120.1,48.5,"Mountain vegetation",33
-119.5,48.25,"Mountain vegetation",29
-119.35,47.9,"Mountain vegetation",33.5
-119.1,47.95,"Mountain vegetation",38
-117.52,46.12,"Mountain vegetation",33.5
-122.5,48.4,"Coastal",28
-83.53,51.22,"Boreal Forest",29
-104.12,44.83,"Prairies",24
-104.18,43.73,"Prairies",28.5
-104.27,43.33,"Prairies",24
-104.32,42.68,"Prairies",24
-104.32,42.3,"Prairies",23.5
-104.38,41.38,"Desert",28.5
-110.5,44.5,"Mountain vegetation",33
-110.6,44.11,"Mountain vegetation",38.5
-110.25,44.09,"Mountain vegetation",24
-110.1,44.05,"Mountain vegetation",33.5
-110.07,44.1,"Mountain vegetation",29
-110.15,44.15,"Mountain vegetation",33.5
-110.23,44.3,"Mountain vegetation",28.5
-110.23,44.3,"Mountain vegetation",38
-110.23,44.3,"Mountain vegetation",38
-110.8,44.6,"Mountain vegetation",24
-110.45,44.8,"Mountain vegetation",24
-110.45,44.8,"Mountain vegetation",43
-110.75,44.98,"Mountain vegetation",24
-110.76,44.98,"Mountain vegetation",38
-110.8,44.96,"Mountain vegetation",33.5
-110.8,44.7,"Mountain vegetation",29
-110.4,44.5,"Mountain vegetation",38
-110.1,44.45,"Mountain vegetation",19.5
-110.09,44.44,"Mountain vegetation",38
-110.07,44.41,"Mountain vegetation",28.5
-110.07,44.4,"Mountain vegetation",28.5
-110.6,44.4,"Mountain vegetation",19
-110.6,44.3,"Mountain vegetation",33.5
-110.62,44.12,"Mountain vegetation",37.5
-110.62,44.11,"Mountain vegetation",24
-110.05,44.36,"Mountain vegetation",33.5
-110.06,44.38,"Mountain vegetation",38
-110.25,44.29,"Mountain vegetation",33.5
-110.75,45.02,"Mountain vegetation",42.5
-137.57,58.6,"Coastal",28.5
-137.17,58.43,"Coastal",24
-135.08,58.07,"Coastal",24
-138,58.95,"Coastal",29
-136.15,58.2,"Coastal",24
-136.45,58.07,"Coastal",29
-133.9,56.6,"Coastal",33
-135.58,57.15,"Coastal",29
-133.7667,56.9,"Coastal",24
-137.75,58.72,"Coastal",28.5
-137.75,58.72,"Coastal",29
-134.533,58.366,"Coastal",29
-135.7,57.43,"Coastal",24
-134.25,57.65,"Coastal",24
-133.38,57.43,"Coastal",24
-133.15,56.3,"Coastal",24
-133.22,55.95,"Coastal",29
-132.72,55.5,"Coastal",24
-131.1,55.38,"Coastal",24
-130,58.42,"Boreal Forest",33.5
-124.2,41.8,"Coastal",43
-107.9,65.6,"Forest-Tundra",33.5
-112.7,66.07,"Forest-Tundra",33.5
-108.5,65.92,"Forest-Tundra",28.5
-109.17,62.72,"-99",24
-123.65,60.35,"Boreal Forest",38
-127.18,70.08,"Forest-Tundra",33.5
-122.78,63.14,"Boreal Forest",28.5
-124.12,63.41,"Boreal Forest",23.5
-127.12,63.41,"Boreal Forest",28.5
-124.29,63.51,"Boreal Forest",33.5
-110.79,63.06,"Boreal Forest",19
-124.1167,43.7833,"Coastal",19.5
-124.5149,42.7594,"Coastal",19.5
-124.0167,44.5167,"Coastal",24.5
-123.5,44.5167,"Coastal",19
-77.5,53.33,"Boreal Forest",33.5
-135.07,60.72,"Boreal Forest",10
-128.82,60.12,"Boreal Forest",20
-88.521,45.11,"Deciduous Forest",31
-91.983,45.183,"Deciduous Forest",41.5
-89.683,46.017,"Conifer/Hardwood",36.5
-89.683,46.017,"Conifer/Hardwood",44
-89.467,45.9,"Deciduous Forest",40.5
-89,46,"Deciduous Forest",37.5
-88.983,45.667,"Deciduous Forest",53.5
-89.25,45.483,"Deciduous Forest",41
-89.25,42.883,"Prairies",46.5
-73.567,42.6,"Deciduous Forest",33
-74.033,42.2,"Deciduous Forest",44
-74.767,41.933,"Deciduous Forest",29.5
-75.333,41.9,"Deciduous Forest",47.5
-73.9,40.95,"Deciduous Forest",37
-74.6036,42.0275,"Deciduous Forest",40.5
-97.126,30.352,"Prairies",23
-77.041,34.867,"Deciduous Forest",13.5
-84.5,47.75,"Conifer/Hardwood",32.5
-67.067,52.25,"Boreal Forest",23.5
-71.177,47.258,"Conifer/Hardwood",32
-66.217,51.4,"Boreal Forest",23.5
-105.733,53.233,"Prairies",37.5
-106.07,53.8,"Boreal Forest",37.5
-81.35,27.207,"Deciduous Forest",29
-73.301,45.987,"Conifer/Hardwood",32.5
-101.0419,56.8417,"Boreal Forest",24
-62.797,46.383,"Conifer/Hardwood",35
-85.25,45.233,"Conifer/Hardwood",42.5
-62.567,57.917,"Forest-Tundra",28.5
-65.167,58.467,"Forest-Tundra",24
-77.083,44.036,"Deciduous Forest",37.5
-78.333,44.333,"Deciduous Forest",38
-84.558,54.322,"Boreal Forest",24
-87.516,44.45,"Prairies",54.5
-81.417,45.15,"Deciduous Forest",32
-84.6,44.766,"Conifer/Hardwood",38
-99.95,50.733,"Prairies",37.5
-76.946,35.6,"Deciduous Forest",22
-91.45,45.3,"Deciduous Forest",40.5
-95.783,47.2,"Deciduous Forest",45
-87.95,46.75,"Conifer/Hardwood",33
-95,69.9,"Arctic",28.5
-95.0167,69.9333,"Arctic",38
-95.0167,69.8667,"Arctic",33.5
-94.9833,69.8667,"Arctic",38
-98.5833,75.05,"Arctic",33.5
-84.05,79.9725,"Arctic",18.5
-122.7,71.75,"Arctic",28.5
-120.6333,73.5333,"Arctic",28.5
-51.1333,69.2,"Arctic",13.5
-75.2833,55.1,"Boreal Forest",19
-75.25,55.1167,"Boreal Forest",19
-75.15,59.1417,"Forest-Tundra",23.5
-66.7667,54.7167,"Boreal Forest",19
-66.7667,54.7167,"Boreal Forest",19
-66.7667,54.7167,"Boreal Forest",23.5
-76.1467,57.7347,"Forest-Tundra",24
-133.3333,68.3667,"Boreal Forest",28.5
-135.7,66.0333,"Boreal Forest",28.5
-132.1667,69.25,"Forest-Tundra",28.5
-133.45,68.2667,"Boreal Forest",23.5
-138.2833,68.3167,"Boreal Forest",28.5
-133.1833,69.1167,"Forest-Tundra",28.5
-130.7667,67.2,"Boreal Forest",28.5
-131.0667,68.25,"Boreal Forest",28.5
-134.5833,69.4833,"Forest-Tundra",28.5
-130.75,67.25,"Boreal Forest",28.5
-134.1833,68.8,"Forest-Tundra",28.5
-133.4833,68.2667,"Boreal Forest",28.5
-112.1667,50.6167,"Prairies",38.5
-114.6667,51.9,"Prairies",33.5
-115.1667,52.4667,"Prairies",19
-115.1,51.0667,"Mountain vegetation",24.5
-119.1667,55.25,"Boreal Forest",28.5
-117.4167,58.75,"Boreal Forest",33.5
-120.1,62.9,"Boreal Forest",28.5
-115.9667,64.8333,"Boreal Forest",28
-116.75,55.25,"Boreal Forest",33.5
-111.5833,53.3333,"Prairies",42.5
-113,52.5833,"Prairies",42.5
-110.7167,52.0833,"Prairies",42.5
-111.9167,50.5833,"Prairies",33.5
-113.5,50.1667,"Prairies",28.5
-113,51,"Prairies",38.5
-113.8333,51.2,"Prairies",33.5
-129.4167,69.6167,"Forest-Tundra",33
-129.9667,69.6,"Forest-Tundra",28.5
-131,69.6333,"Forest-Tundra",38
-131.5,69.65,"Forest-Tundra",33
-130.4667,69.9667,"Forest-Tundra",28.5
-131.7,69.35,"Forest-Tundra",33
-133.1833,69.1167,"Forest-Tundra",28.5
-132.8833,69.25,"Forest-Tundra",24
-132.6167,69.3,"Forest-Tundra",33
-132.7833,69.3667,"Forest-Tundra",33
-133.1667,69.3333,"Forest-Tundra",24
-133.5,69.3167,"Forest-Tundra",33
-133.75,69.2833,"Forest-Tundra",33
-134.6833,69.25,"Forest-Tundra",28.5
-134.5,69.3333,"Forest-Tundra",28.5
-134.1667,69.35,"Forest-Tundra",33
-134.3667,69.4167,"Forest-Tundra",28.5
-134.3333,69.45,"Forest-Tundra",28.5
-134.3833,69.5667,"Forest-Tundra",33
-134,69.5333,"Forest-Tundra",28.5
-133.8667,69.45,"Forest-Tundra",28.5
-133.6167,68.9333,"Forest-Tundra",28.5
-133.4833,69.0333,"Forest-Tundra",28.5
-133.35,69.05,"Forest-Tundra",23.5
-133.8833,69.2167,"Forest-Tundra",33
-134.1833,69.1333,"Forest-Tundra",28.5
-134.2,68.8833,"Forest-Tundra",28
-128.75,69.4167,"Forest-Tundra",28.5
-133.5333,68.5,"Boreal Forest",24
-132.75,68.1,"Boreal Forest",28.5
-132.2,68.1333,"Boreal Forest",28.5
-129.0333,68.7833,"Forest-Tundra",28.5
-132.5833,68.3167,"Boreal Forest",28.5
-132.5,68.4,"Boreal Forest",28.5
-131.2833,68.4667,"Boreal Forest",24
-131,68.5667,"Forest-Tundra",28.5
-131.1833,68.6167,"Forest-Tundra",28.5
-126.45,69.2333,"Forest-Tundra",33
-126.2833,69.2333,"Forest-Tundra",33
-126.4333,69.1167,"Forest-Tundra",33
-126.5833,69.1167,"Forest-Tundra",33
-126.7667,69.1333,"Forest-Tundra",33
-127.7667,69.5667,"Forest-Tundra",33
-123.7,69.2,"Forest-Tundra",28.5
-123.6833,69.1833,"Forest-Tundra",28.5
-123.7833,69.15,"Forest-Tundra",28.5
-123.9333,69.2,"Forest-Tundra",28.5
-124.2333,69.1833,"Forest-Tundra",33
-124.4,69.1667,"Forest-Tundra",33
-124.55,69.15,"Forest-Tundra",33
-124.9333,69.15,"Forest-Tundra",33
-125.2167,69.1167,"Forest-Tundra",33
-125.1,69.2167,"Forest-Tundra",33
-135.65,66.05,"Boreal Forest",23.5
-102.27,57.23,"Boreal Forest",15
-101.85,54.73,"Boreal Forest",42.5
-100.9,51.65,"Prairies",42.5
-99.71,53.03,"Boreal Forest",42.5
-99.65,50.71,"Prairies",42.5
-99.28,49.43,"Prairies",41.5
-99.25,49.58,"Prairies",52
-97.96,56.35,"Boreal Forest",28
-65.5938,66.5146,"Arctic",28
-72.0118,66.4953,"Arctic",24.5
-69.1608,66.1827,"Arctic",38
-68.296,65.0038,"Arctic",38
-77.5928,64.859,"Arctic",38
-77.8165,63.3808,"Arctic",41.5
-68.2358,62.5133,"Arctic",47
-65.1157,61.6758,"Arctic",38
-61.542,56.368,"Forest-Tundra",19
-61.99,56.523,"Forest-Tundra",19
-64.195,59.882,"Arctic",38
-61.414,56.842,"Forest-Tundra",23.5
-61.806,56.647,"Forest-Tundra",24
-85.67,72.911,"Arctic",38
-62.932,58.63,"Arctic",28.5
-62.228,56.477,"Forest-Tundra",19
-67.295,66.099,"Arctic",38
-75.725,64.476,"Arctic",38
-62.43,45.37,"Conifer/Hardwood",26
-121.6833,46.9,"Coastal",47
-121.7625,46.7764,"Coastal",32.5
-121.87,46.8317,"Coastal",28
-121.6128,46.8978,"Coastal",46.5
-121.5508,46.9033,"Coastal",51.5
-121.8833,46.8,"Coastal",36.5
-121.7881,46.7714,"Coastal",42
-121.8122,46.7522,"Coastal",22.5
-121.875,46.7683,"Coastal",28
-121.8317,46.9767,"Coastal",23
-121.8633,46.9967,"Coastal",31.5
-122,46.7581,"Coastal",27
-122.04,47.07,"Coastal",24
-122.0533,47.0967,"Coastal",40.5
-122.2986,46.8097,"Coastal",27
-112,42.33,"Mountain vegetation",14
-112,42.33,"Mountain vegetation",37.5
-112,42.33,"Mountain vegetation",24
-112,42.33,"Mountain vegetation",43
-112,42.33,"Mountain vegetation",38
-124.1169,44.0925,"Coastal",38
-124.2164,43.5244,"Coastal",37
-123.8439,43.5958,"Coastal",22.5
-122.4939,45.8044,"-99",23.5
-123.5792,45.8242,"Coastal",23.5
-123.7208,45.2153,"Coastal",33
-122.3269,46.6689,"-99",33.5
-121.6364,46.5775,"-99",37
-121.9814,44.8756,"Coastal",38
-122.1131,44.8244,"Coastal",37.5
-122.2614,44.3583,"Coastal",18
-121.8058,46.6278,"Coastal",28.5
-121.6081,46.6028,"-99",33
-121.8064,44.4056,"Coastal",33
-121.0669,46.6397,"Coastal",37.5
-121.7972,45.5811,"Coastal",28
-121.6939,45.2192,"Coastal",28.5
-121.4181,46.6289,"-99",38
-121.7878,45.0317,"Coastal",28
-121.3858,46.6433,"Coastal",37.5
-121.6983,46.7628,"-99",37.5
-121.8478,43.7994,"Coastal",23.5
-122.0417,43.65,"Coastal",28.5
-121.73,46.7697,"-99",22.5
-122.0517,43.6206,"Coastal",28
-121.8925,43.8239,"Coastal",23
-121.7769,44.7964,"Coastal",28
-122.1147,43.4119,"Coastal",32.5
-121.5175,46.8694,"-99",32.5
-121.7567,44.0339,"Coastal",23.5
-122.0333,43.6983,"Coastal",28
-121.9619,43.8108,"Coastal",23
-122.0269,43.6778,"Coastal",33
-122.2519,42.6517,"Coastal",33
-121.6219,44.1014,"Coastal",33
-122.2339,42.6581,"Coastal",28
-121.7383,46.7917,"-99",33
-121.1711,47.5789,"-99",28.5
-121.6572,46.9111,"-99",28
-121.72,46.8,"-99",31
-121.6664,46.9192,"-99",37.5
-124.0061,42.6975,"Coastal",26.5
-123.9844,42.1872,"Coastal",34
-123.3033,42.065,"Coastal",29
-123.4594,42.0222,"Coastal",23.5
-123.3714,42.0886,"Coastal",42.5
-122.1561,43.1292,"Coastal",18
-122.1247,42.64,"Coastal",18.5
-122.2439,42.4444,"Coastal",14.5
-118.45,42.7653,"Mountain vegetation",28.5
-118.3433,42.9172,"Mountain vegetation",28.5
-119.8806,42.2053,"Mountain vegetation",28.5
-120.1489,42.6597,"Mountain vegetation",28.5
-118.6492,42.7375,"Mountain vegetation",33
-121.4311,44.5397,"Coastal",29
-121.0453,44.4953,"Coastal",33
-121.1286,44.0853,"Mountain vegetation",28.5
-120.9536,42.3117,"Mountain vegetation",28
-120.8806,45.9181,"-99",28.5
-119.6628,44.9744,"Mountain vegetation",33.5
-121.9917,42.445,"Coastal",38.5
-121.9355,42.3978,"Coastal",42
-121.9017,42.3183,"Coastal",37.5
-121.8771,42.3893,"Coastal",37.5
-119.8314,44.4269,"Mountain vegetation",33.5
-118.7725,44.2369,"Mountain vegetation",43
-119.3156,45.1164,"Mountain vegetation",43
-120.3367,44.4369,"Mountain vegetation",38
-121.0294,42.7619,"Coastal",33.5
-119.6294,43.8936,"Mountain vegetation",33
-120.1606,42.4211,"Mountain vegetation",28.5
-120.6403,42.2833,"Mountain vegetation",33
-121.5781,44.6219,"Coastal",37.5
-121.5581,45.3022,"Coastal",28.5
-118.9103,44.5497,"Mountain vegetation",33.5
-118.2664,45.1103,"Mountain vegetation",38
-120.7353,42.6925,"Mountain vegetation",23.5
-118.2139,44.9583,"Mountain vegetation",37.5
-120.755,42.5622,"Mountain vegetation",14
-117.2728,45.2128,"Mountain vegetation",37.5
-123.1667,49.8333,"Coastal",33
-123.0833,50.1,"Coastal",38
-122.95,50.2333,"Coastal",38
-121.75,49.3667,"Coastal",37.5
-121.7,49.4167,"Coastal",32.5
-127.8333,50.5333,"Coastal",23
-129.9833,55.9167,"Boreal Forest",23.5
-123.2167,49.4,"Coastal",28
-122.95,49.4167,"Coastal",23
-122.9333,49.45,"Coastal",37.5
-121.75,49,"Coastal",33
-121.7667,49,"Coastal",28.5
-121.7667,48.8833,"Coastal",33
-121.7667,48.85,"Coastal",28
-121.7833,48.95,"Coastal",33
-123.0167,50.2,"Coastal",33
-123.4,49.9833,"Coastal",28
-123.15,50.0333,"Coastal",28
-123.1167,50.05,"Coastal",28
-122.9833,50.0333,"Coastal",38
-122.9833,50.0333,"Coastal",38
-132.0667,52.9333,"Coastal",24
-132.0667,52.9333,"Coastal",24
-129.9833,55.9167,"Boreal Forest",33
-129.9833,55.9167,"Boreal Forest",33
-129.9833,55.9167,"Boreal Forest",37.5
-129.9833,55.9167,"Boreal Forest",23.5
-122.1667,51.0833,"Mountain vegetation",33
-123.3833,50.7667,"Coastal",28
-122.2333,50.4333,"Mountain vegetation",34
-121.9,50.0833,"Mountain vegetation",29.5
-121.25,50.0333,"Mountain vegetation",19.5
-121.3333,50.1167,"Mountain vegetation",34
-121.35,50.0167,"Mountain vegetation",19.5
-121.35,50.0167,"Mountain vegetation",24.5
-121.2167,50.0333,"Mountain vegetation",19.5
-122.6333,50.0333,"Coastal",33.5
-110.4333,43.9667,"-99",28.5
-109.8386,44.4525,"-99",33.5
-122.575,44.6333,"-99",18.5
-122.1178,48.7692,"-99",18
-111.3453,34.4622,"-99",33.5
-108.8083,35.9689,"-99",19
-119.6667,37.85,"-99",18.5
-114.9867,45.7044,"-99",24
-114.4353,46.5614,"-99",34
-114.2619,45.8919,"-99",24
-113.4403,45.8406,"-99",38.5
-122.036,43.7882,"-99",28
-120.2236,41.3867,"-99",23.5
-120.2097,41.9758,"-99",28.5
-122.9681,41.3447,"-99",37
-123.3003,41.9697,"-99",24
-123.5853,41.6947,"-99",29
-122.6875,41.2919,"-99",24
-123.2231,41.5464,"-99",24.5
-122.7614,41.2225,"-99",24
-123.3092,41.5658,"-99",23
-122.5575,41.3467,"-99",9.5
-122.805,41.0494,"-99",14.5
-123.6878,41.8147,"-99",29
-122.495,41.2072,"-99",14
-123.3208,41.5472,"-99",23.5
-123.1119,41.57,"-99",24
-123.2186,41.4119,"-99",23.5
-123.4055,42.0104,"-99",33
-123.2078,41.415,"-99",14.5
-122.9603,41.1936,"-99",23.5
-123.7192,41.5978,"-99",29
-123.1786,41.5525,"-99",33.5
-122.8567,40.9528,"-99",29
-123.3278,41.5617,"-99",19.5
-122.9036,41.2094,"-99",18.5
-122.9558,41.2989,"-99",23.5
-123.6961,41.7594,"-99",24
-122.7731,40.99,"-99",19
-122.6456,41.3361,"-99",24
-122.9514,41.3078,"-99",23.5
-123.1319,41.5622,"-99",23.5
-123.58,41.7014,"-99",19.5
-122.5076,41.3205,"-99",28
-123.6704,41.8077,"-99",18
-123.1289,41.5058,"-99",33.5
-122.51,41.1908,"-99",33.5
-123.8481,41.675,"-99",24
-123.7481,41.3786,"-99",24
-123.2092,41.6125,"-99",19.5
-122.9606,41.3422,"-99",18.5
-123.3167,41.5297,"-99",23.5
-122.5067,41.2742,"-99",18.5
-123.6197,41.8486,"-99",24
-123.3747,41.1533,"-99",29
-123.6461,41.9017,"-99",29
-123.7033,41.616,"-99",33.5
-123.3633,41.55,"-99",14.5
-123.2642,41.5589,"-99",28
-122.7544,41.1528,"-99",19.5
-122.9403,41.2969,"-99",38
-123.1275,41.5353,"-99",28
-123.4159,42.0086,"-99",28.5
-122.4269,41.2144,"-99",37.5
-122.7817,41.2247,"-99",18.5
-122.5613,41.371,"-99",19
-123.671,41.8045,"-99",24
-122.4306,41.2117,"-99",23
-122.5133,41.2089,"-99",19.5
-122.5036,41.1917,"-99",9.5
-123.6454,41.9226,"-99",29
-84.0867,39.4075,"",26.5
-82.9556,39.3739,"",29.5
-84.0886,39.4064,"",13
-82.5806,39.4575,"",29
-83.1036,38.6778,"",32
-83.1714,38.6972,"",18.5
-82.7625,39.3747,"",15
-82.9661,39.2311,"",18.5
-84.2153,39.8136,"",26
-116.7819,34.2028,"",18.5
-116.7658,34.2011,"",23.5
-116.7822,34.1247,"",24
-117.0519,34.235,"",14.5
-117.0061,34.2681,"",32
-116.7178,34.1722,"",22
-116.6725,33.8006,"",9.5
-116.9142,34.2814,"",18.5
-116.6533,33.8067,"",14
-116.7997,34.1483,"",28.5
-116.7997,34.1483,"",19
-116.6622,33.7692,"",19
-116.6622,33.7692,"",23.5
-116.5856,32.9672,"",19
-73.6311,44.0661,"",29
-73.6503,44.0789,"",39
-73.5897,44.3853,"",39
-73.675,43.9861,"",44
-73.6411,44.0183,"",39.5
-73.6486,44.0228,"",34.5
-73.6356,44.1011,"",42.5
-73.6833,44.0392,"",44
-73.6417,44.1025,"",44
-74.3842,44.3136,"",34
-74.3964,44.3019,"",44
-74.3356,44.3283,"",34.5
-74.3433,44.3411,"",29
-74.3411,44.3411,"",32.5
-74.3575,44.3056,"",39
-74.3825,44.3158,"",33
-74.3375,44.3233,"",39
-74.2975,44.3522,"",39
-74.0611,43.4417,"",43
-74.9583,43.9569,"",40
-75.0417,43.85,"",42.5
-74.5306,43.2583,"",48
-74.7139,43.3467,"",34.5
-74.3008,44.3458,"",39
-74.3681,44.3186,"",43.5
-74.3681,44.3122,"",39
-74.3708,44.3097,"",38
-74.3139,44.3467,"",43.5
-74.3542,44.2917,"",28
-73.6333,43.9869,"",42.5
-73.7739,43.5744,"",34.5
-74.3944,44.2639,"",39
-74.3,44.3522,"",34
-74.3033,44.3608,"",29.5
-73.5856,44.0986,"",39
-74.3,44.3569,"",34.5
-73.5825,44.3869,"",44
-103.2806,39.7427,"",14
-104.5067,45.7264,"",28.5
-104.5131,45.7375,"",28.5
-104.1383,45.6236,"",32
-109.4264,47.1525,"",28.5
-106.4111,47.4453,"",32
-107.4797,47.0958,"",28.5
-109.9389,46.9533,"",29
-110.0842,46.9894,"",24
-112.43,47.3061,"",38
-108.3533,47.2092,"",28.5
-108.34,47.0964,"",28.5
-101.6758,42.9128,"",41.5
-98.7972,47.8461,"",41
-98.8194,47.9461,"",41
-99.0961,47.9667,"",46
-103.7406,46.2217,"",32
-98.4361,47.9094,"",50.5
-98.9397,48.0736,"",40.5
-98.8883,48.0092,"",32.5
-103.6603,46.5461,"",40
-99.4236,46.8842,"",42
-103.315,45.5131,"",32
-102.0492,44.9778,"",36.5
-102.8412,44.106,"",36.5
-100.6958,43.0422,"",37
-99.8981,43.1706,"",41.5
-105.3781,43.6913,"",28.5
